material_number	material_number_text	brand	product_area	core_segment	component	component_text	manufactoring_location	characteristic_value	material_weight	packaging_code	packaging_category
91845074	DMADC0400	DIA	PA1	DiamondDiscs/CoreBit	2610010129	Corrugated carton   Master Pack	Buyout(all entities)	CORRUGATED	50.0	PCode_304109	Unassigned
91845074	DMADC0400	DIA	PA1	DiamondDiscs/CoreBit	2610039703	Carton	Buyout(all entities)	CORRUGATED	160.0	PCode_371365	Unassigned
23099623	DMADC0450	DIA	PA1	DiamondDiscs/CoreBit	6035703G51	Folding card	Buyout(all entities)	ART PAPER	6.3	PCode_372092	Unassigned
23099623	DMADC0450	DIA	PA1	DiamondDiscs/CoreBit	6035911904	Label	Buyout(all entities)	PET	0.3	PCode_440854	Unassigned
23099623	DMADC0450	DIA	PA1	DiamondDiscs/CoreBit	2610957935	Clamshell	Buyout(all entities)	PVC	22.0	PCode_344348	Unassigned
23099623	DMADC0450	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
23099623	DMADC0450	DIA	PA1	DiamondDiscs/CoreBit	2610010129	Corrugated carton   Master Pack	Buyout(all entities)	CORRUGATED	50.0	PCode_304109	Unassigned
23099623	DMADC0450	DIA	PA1	DiamondDiscs/CoreBit	2610039703	Carton	Buyout(all entities)	CORRUGATED	160.0	PCode_371365	Unassigned
42076444	DMADC0500	DIA	PA1	DiamondDiscs/CoreBit	6035703G52	Folding card	Buyout(all entities)	ART PAPER	6.3	PCode_372092	Unassigned
42076444	DMADC0500	DIA	PA1	DiamondDiscs/CoreBit	6035911905	Label	Buyout(all entities)	PET	0.3	PCode_440854	Unassigned
42076444	DMADC0500	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
42076444	DMADC0500	DIA	PA1	DiamondDiscs/CoreBit	2610957935	Clamshell	Buyout(all entities)	PVC	22.0	PCode_344348	Unassigned
42076444	DMADC0500	DIA	PA1	DiamondDiscs/CoreBit	2610039703	Carton	Buyout(all entities)	CORRUGATED	160.0	PCode_371365	Unassigned
42076444	DMADC0500	DIA	PA1	DiamondDiscs/CoreBit	2610010129	Corrugated carton   Master Pack	Buyout(all entities)	CORRUGATED	50.0	PCode_304109	Unassigned
66317702	DMADC0700	DIA	PA1	DiamondDiscs/CoreBit	6035703G54	Folding card	Buyout(all entities)	ART PAPER	13.7	PCode_372092	Unassigned
66317702	DMADC0700	DIA	PA1	DiamondDiscs/CoreBit	6035765K30	Corrugated carton	Buyout(all entities)	CORRUGATED	350.0	PCode_304109	Unassigned
66317702	DMADC0700	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
66317702	DMADC0700	DIA	PA1	DiamondDiscs/CoreBit	2610010130	"Corrugated carton   7"" Master pack"	Buyout(all entities)	CORRUGATED	70.0	PCode_304109	Unassigned
66317702	DMADC0700	DIA	PA1	DiamondDiscs/CoreBit	2610009538	Clamshell	Buyout(all entities)	PLASTIC	43.0	PCode_344348	Unassigned
12435591	DMADC1000	DIA	PA1	DiamondDiscs/CoreBit	6035703G55	Folding card	Buyout(all entities)	ART PAPER	24.0	PCode_372092	Unassigned
12435591	DMADC1000	DIA	PA1	DiamondDiscs/CoreBit	6035765K30	Corrugated carton	Buyout(all entities)	CORRUGATED	350.0	PCode_304109	Unassigned
12435591	DMADC1000	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
12435591	DMADC1000	DIA	PA1	DiamondDiscs/CoreBit	2610009538	Clamshell	Buyout(all entities)	PLASTIC	43.0	PCode_344348	Unassigned
12435591	DMADC1000	DIA	PA1	DiamondDiscs/CoreBit	2610010130	"Corrugated carton   7"" Master pack"	Buyout(all entities)	CORRUGATED	70.0	PCode_304109	Unassigned
63003428	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
63003428	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610068098	Insert card	Buyout(all entities)	ART PAPER	6.3	PCode_312214	Unassigned
63003428	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610957935	Clamshell	Buyout(all entities)	PVC	22.0	PCode_344348	Unassigned
63003428	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610039703	Carton	Buyout(all entities)	CORRUGATED	160.0	PCode_371365	Unassigned
63003428	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610010129	Corrugated carton   Master Pack	Buyout(all entities)	CORRUGATED	50.0	PCode_304109	Unassigned
90878079	DMADS0450	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
90878079	DMADS0450	DIA	PA1	DiamondDiscs/CoreBit	2610068099	Insert card	Buyout(all entities)	ART PAPER	6.3	PCode_312214	Unassigned
90878079	DMADS0450	DIA	PA1	DiamondDiscs/CoreBit	2610957935	Clamshell	Buyout(all entities)	PVC	22.0	PCode_344348	Unassigned
90878079	DMADS0450	DIA	PA1	DiamondDiscs/CoreBit	2610039703	Carton	Buyout(all entities)	CORRUGATED	160.0	PCode_371365	Unassigned
90878079	DMADS0450	DIA	PA1	DiamondDiscs/CoreBit	2610010129	Corrugated carton   Master Pack	Buyout(all entities)	CORRUGATED	50.0	PCode_304109	Unassigned
12290473	DMADS0500	DIA	PA1	DiamondDiscs/CoreBit	2610068100	Insert card	Buyout(all entities)	ART PAPER	6.3	PCode_312214	Unassigned
12290473	DMADS0500	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
12290473	DMADS0500	DIA	PA1	DiamondDiscs/CoreBit	2610957935	Clamshell	Buyout(all entities)	PVC	22.0	PCode_344348	Unassigned
12290473	DMADS0500	DIA	PA1	DiamondDiscs/CoreBit	2610039703	Carton	Buyout(all entities)	CORRUGATED	160.0	PCode_371365	Unassigned
12290473	DMADS0500	DIA	PA1	DiamondDiscs/CoreBit	2610010129	Corrugated carton   Master Pack	Buyout(all entities)	CORRUGATED	50.0	PCode_304109	Unassigned
34644174	DMADS0600	DIA	PA1	DiamondDiscs/CoreBit	6035765K30	Corrugated carton	Buyout(all entities)	CORRUGATED	350.0	PCode_304109	Unassigned
34644174	DMADS0600	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
34644174	DMADS0600	DIA	PA1	DiamondDiscs/CoreBit	2610068101	Insert card	Buyout(all entities)	ART PAPER	13.7	PCode_312214	Unassigned
34644174	DMADS0600	DIA	PA1	DiamondDiscs/CoreBit	2610009538	Clamshell	Buyout(all entities)	PLASTIC	43.0	PCode_344348	Unassigned
34644174	DMADS0600	DIA	PA1	DiamondDiscs/CoreBit	2610010130	"Corrugated carton   7"" Master pack"	Buyout(all entities)	CORRUGATED	70.0	PCode_304109	Unassigned
49659093	DMADS0700	DIA	PA1	DiamondDiscs/CoreBit	6035765K30	Corrugated carton	Buyout(all entities)	CORRUGATED	350.0	PCode_304109	Unassigned
49659093	DMADS0700	DIA	PA1	DiamondDiscs/CoreBit	2610068102	Insert card	Buyout(all entities)	ART PAPER	13.7	PCode_312214	Unassigned
49659093	DMADS0700	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
49659093	DMADS0700	DIA	PA1	DiamondDiscs/CoreBit	2610009538	Clamshell	Buyout(all entities)	PLASTIC	43.0	PCode_344348	Unassigned
49659093	DMADS0700	DIA	PA1	DiamondDiscs/CoreBit	2610010130	"Corrugated carton   7"" Master pack"	Buyout(all entities)	CORRUGATED	70.0	PCode_304109	Unassigned
44038124	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610068103	Insert card	Buyout(all entities)	ART PAPER	6.3	PCode_312214	Unassigned
44038124	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610957935	Clamshell	Buyout(all entities)	PVC	22.0	PCode_344348	Unassigned
44038124	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
44038124	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610010129	Corrugated carton   Master Pack	Buyout(all entities)	CORRUGATED	50.0	PCode_304109	Unassigned
44038124	DMADS0400	DIA	PA1	DiamondDiscs/CoreBit	2610039703	Carton	Buyout(all entities)	CORRUGATED	160.0	PCode_371365	Unassigned
99227563	DMATP0450	DIA	PA1	DiamondDiscs/CoreBit	6035703G73	Folding card	Buyout(all entities)	ART PAPER	10.2	PCode_372092	Unassigned
99227563	DMATP0450	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
99227563	DMATP0450	DIA	PA1	DiamondDiscs/CoreBit	6035910N31	Label	Buyout(all entities)	WOOD FREE	0.42	PCode_440854	Unassigned
99227563	DMATP0450	DIA	PA1	DiamondDiscs/CoreBit	6035910N31	Label	Buyout(all entities)	WOOD FREE	0.42	PCode_440854	Unassigned
99227563	DMATP0450	DIA	PA1	DiamondDiscs/CoreBit	2610046307	Hinged clamshell	Buyout(all entities)	PVC	24.0	PCode_993200	Unassigned
11347218	DMATP0500	DIA	PA1	DiamondDiscs/CoreBit	6035703G74	Folding card	Buyout(all entities)	ART PAPER	10.2	PCode_372092	Unassigned
11347218	DMATP0500	DIA	PA1	DiamondDiscs/CoreBit	2610910163	Sensor module	Buyout(all entities)	PLASTIC	0.4	PCode_516518	Unassigned
11347218	DMATP0500	DIA	PA1	DiamondDiscs/CoreBit	6035910N31	Label	Buyout(all entities)	WOOD FREE	0.42	PCode_440854	Unassigned
11347218	DMATP0500	DIA	PA1	DiamondDiscs/CoreBit	6035910N31	Label	Buyout(all entities)	WOOD FREE	0.42	PCode_440854	Unassigned
11347218	DMATP0500	DIA	PA1	DiamondDiscs/CoreBit	2610046307	Hinged clamshell	Buyout(all entities)	PVC	24.0	PCode_993200	Unassigned
23894602	ACESSORIOS	BOT	PA4	Coated Abr/Polishing	6035910A94	Label	Buyout(all entities)	WOODFREE	1.04	PCode_440854	Unassigned
61922478	ACESSORIOS	BOT	PA4	Coated Abr/Polishing	6035910A94	Label	Buyout(all entities)	WOODFREE	1.04	PCode_440854	Unassigned
12381815	ACESSORIOS	BOT	PA4	Coated Abr/Polishing	6035910A94	Label	Buyout(all entities)	WOODFREE	1.04	PCode_440854	Unassigned
48951400	ACESSORIOS	BOT	PA4	Coated Abr/Polishing	6035910A94	Label	Buyout(all entities)	WOODFREE	1.04	PCode_440854	Unassigned
45015237	BTI-  1ER CMW 125mm	PRL	PA5	Metal Grinding	6035765C21	Corrugated carton	NiP (St. Niklaus)	CORRUGATED	85.0	PCode_304109	Unassigned
45015237	BTI-  1ER CMW 125mm	PRL	PA5	Metal Grinding	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
45015237	BTI-  1ER CMW 125mm	PRL	PA5	Metal Grinding	6035821T52	Face Seal Blister Card BTI-  1ER CMW 125	NiP (St. Niklaus)	MCB/GT2	22.0	PCode_334699	Unassigned
45015237	BTI-  1ER CMW 125mm	PRL	PA5	Metal Grinding	6035821T52	Face Seal Blister Card BTI-  1ER CMW 125	NiP (St. Niklaus)	MCB/GT2	22.0	PCode_334699	Unassigned
45015237	BTI-  1ER CMW 125mm	PRL	PA5	Metal Grinding	6035834G76	Blister Hood	NiP (St. Niklaus)	PET-GAG	15.4	PCode_802021	Unassigned
45015237	BTI-  1ER CMW 125mm	PRL	PA5	Metal Grinding	6035834G76	Blister Hood	NiP (St. Niklaus)	PET-GAG	15.4	PCode_802021	Unassigned
76328614	BTI-  1ER CMW 115mm	PRL	PA5	Metal Grinding	6035765C21	Corrugated carton	NiP (St. Niklaus)	CORRUGATED	85.0	PCode_304109	Unassigned
76328614	BTI-  1ER CMW 115mm	PRL	PA5	Metal Grinding	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
76328614	BTI-  1ER CMW 115mm	PRL	PA5	Metal Grinding	6035821T53	Face Seal Blister Card BTI-  1ER CMW 115	NiP (St. Niklaus)	MCB/GT2	22.0	PCode_334699	Unassigned
76328614	BTI-  1ER CMW 115mm	PRL	PA5	Metal Grinding	6035821T53	Face Seal Blister Card BTI-  1ER CMW 115	NiP (St. Niklaus)	MCB/GT2	22.0	PCode_334699	Unassigned
76328614	BTI-  1ER CMW 115mm	PRL	PA5	Metal Grinding	6035834G76	Blister Hood	NiP (St. Niklaus)	PET-GAG	15.4	PCode_802021	Unassigned
76328614	BTI-  1ER CMW 115mm	PRL	PA5	Metal Grinding	6035834G76	Blister Hood	NiP (St. Niklaus)	PET-GAG	15.4	PCode_802021	Unassigned
42139292	NO DESCRIPTION	BOT	PA5	Metal Grinding	6801017003	Label               Adhesive-Label Set C	Buyout(all entities)	PAPER	2.0	PCode_657179	Unassigned
95436319	X-LOCK Expert for Me	BOT	PA5	Metal Grinding	2601113D33	Type Label	Buyout(all entities)	ARTPAPER	1.0	PCode_161480	Unassigned
40693294	X-LOCK Expert for Me	BOT	PA5	Metal Grinding	2601113D34	Type Label	Buyout(all entities)	ARTPAPER	1.0	PCode_161480	Unassigned
50667640	X-LOCK Expert for Me	BOT	PA5	Metal Grinding	2601113D35	Type Label	Buyout(all entities)	ARTPAPER	1.0	PCode_161480	Unassigned
56137180	X-LOCK Expert for In	BOT	PA5	Metal Grinding	2601113D37	Type Label	Buyout(all entities)	ARTPAPER	1.0	PCode_161480	Unassigned
71173294	X-LOCK Expert for In	BOT	PA5	Metal Grinding	2601113D52	Type Label	Buyout(all entities)	ARTPAPER	1.0	PCode_161480	Unassigned
26153410	X-LOCK Expert for In	BOT	PA5	Metal Grinding	2601113D53	Type Label	Buyout(all entities)	ARTPAPER	3.5	PCode_161480	Unassigned
84847497	X-LOCK Expert for Me	BOT	PA5	Metal Grinding	2601113D54	Type Label	Buyout(all entities)	ARTPAPER	3.5	PCode_161480	Unassigned
32760758	X-LOCK Expert for Me	BOT	PA5	Metal Grinding	2601113D55	Type Label	Buyout(all entities)	ARTPAPER	3.5	PCode_161480	Unassigned
79129220	14 inch cutting disc	BOT	PA5	Metal Grinding	6801017003	Label               Adhesive-Label Set C	Buyout(all entities)	PAPER	2.0	PCode_657179	Unassigned
79129220	14 inch cutting disc	BOT	PA5	Metal Grinding	6035587736	Corrugated carton	Buyout(all entities)	CORRUGATED		PCode_304109	Unassigned
88986469	Standard for Metal	BOT	PA5	Metal Grinding	6801017003	Label               Adhesive-Label Set C	Buyout(all entities)	PAPER	2.0	PCode_657179	Unassigned
11378619	Expert for Metal	BOT	PA5	Metal Grinding	6801017003	Label               Adhesive-Label Set C	Buyout(all entities)	PAPER	2.0	PCode_657179	Unassigned
10457622	GEB FÄ 75/30K60	BOT	PA4	Coated Abr/Polishing	6035940770	Adhesive Label	Buyout(all entities)	WOOD FREE	0.35	PCode_451168	Unassigned
66525453	Turtle Handsnading b	BOT	PA4	Coated Abr/Polishing	6035587405	Carton	Buyout(all entities)	CORRUGATED	32.0	PCode_371365	Unassigned
66525453	Turtle Handsnading b	BOT	PA4	Coated Abr/Polishing	6035587325	Label	Buyout(all entities)	PAPER	3.0	PCode_440854	Unassigned
66525453	Turtle Handsnading b	BOT	PA4	Coated Abr/Polishing	6035587326	Folding Carton	Buyout(all entities)	CORRUGATED	37.0	PCode_221631	Unassigned
47051824	BTI-  2ER CMW 76mm	PRL	PA5	Metal Grinding	6035722247	Folding Carton	NiP (St. Niklaus)	PAPER/CARDBOARD	14.4	PCode_221631	Unassigned
47051824	BTI-  2ER CMW 76mm	PRL	PA5	Metal Grinding	6035738576	Corrugated carton	NiP (St. Niklaus)	CORRUGATED	190.0	PCode_304109	Unassigned
47051824	BTI-  2ER CMW 76mm	PRL	PA5	Metal Grinding	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
47051824	BTI-  2ER CMW 76mm	PRL	PA5	Metal Grinding	6035940777	Adhesive Label	NiP (St. Niklaus)	WOOD FREE	0.23	PCode_451168	Unassigned
89213263	FUI- BULK S 1156 XHM	PRL	PA2	Recip Saw Blades	6035722177	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	PAPER/CARDBOARD	100.0	PCode_376369	Unassigned
89213263	FUI- BULK S 1156 XHM	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
65981336	TAT- BULK S 1213 AWP	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
69177959	NLA- BULK S 1213 AWP	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
49035637	PRO542TS	BOT	PA3	Circular Saw Blades	160992A4KX	Note On Safety	Buyout(all entities)	OFFSET PAPER	5.0	PCode_259323	Unassigned
26045590	94100-05	SKL	PA2	Recip Saw Blades	6035738420	Corrugated carton	Buyout(all entities)	WELLPAPPE, QUAL		PCode_304109	Unassigned
26045590	94100-05	SKL	PA2	Recip Saw Blades	6035940565	Label               SB	Buyout(all entities)	WOOD FREE	0.54	PCode_440854	Unassigned
26045590	94100-05	SKL	PA2	Recip Saw Blades	6035803503	Plastic Bag	Buyout(all entities)	LDPE	4.55	PCode_170045	Unassigned
26045590	94100-05	SKL	PA2	Recip Saw Blades	6035815135	Blister Carton      SKI-  5ER S 1131 L	Buyout(all entities)	MCB	10.8	PCode_334699	Unassigned
26045590	94100-05	SKL	PA2	Recip Saw Blades	6035815135	Blister Carton      SKI-  5ER S 1131 L	Buyout(all entities)	MCB	10.8	PCode_334699	Unassigned
76875740	KWB-  2ER S  918 HF	PRL	PA2	Recip Saw Blades	6035703B15	Paperboard pouch    KWB-  2ER S  918 HF	NiP (St. Niklaus)	KONDORKARTON  350G/M2	14.5	PCode_108491	Unassigned
76875740	KWB-  2ER S  918 HF	PRL	PA2	Recip Saw Blades	6035703B15	Paperboard pouch    KWB-  2ER S  918 HF	NiP (St. Niklaus)	KONDORKARTON  350G/M2	14.5	PCode_108491	Unassigned
76875740	KWB-  2ER S  918 HF	PRL	PA2	Recip Saw Blades	6035738414	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_304109	Unassigned
76875740	KWB-  2ER S  918 HF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
76875740	KWB-  2ER S  918 HF	PRL	PA2	Recip Saw Blades	6035942041	Adhesive Label      NEUTRAL	NiP (St. Niklaus)	WOOD FREE	0.04	PCode_451168	Unassigned
79404918	KWB-  2ER S  918 EF	PRL	PA2	Recip Saw Blades	6035703B16	Paperboard pouch    KWB-  2ER S  918 EF	NiP (St. Niklaus)	KONDORKARTON 350G/M2	14.5	PCode_108491	Unassigned
79404918	KWB-  2ER S  918 EF	PRL	PA2	Recip Saw Blades	6035703B16	Paperboard pouch    KWB-  2ER S  918 EF	NiP (St. Niklaus)	KONDORKARTON 350G/M2	14.5	PCode_108491	Unassigned
79404918	KWB-  2ER S  918 EF	PRL	PA2	Recip Saw Blades	6035738414	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_304109	Unassigned
79404918	KWB-  2ER S  918 EF	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
79404918	KWB-  2ER S  918 EF	PRL	PA2	Recip Saw Blades	6035942041	Adhesive Label      NEUTRAL	NiP (St. Niklaus)	WOOD FREE	0.04	PCode_451168	Unassigned
74435278	PAR- BULK T  118 A	PRL	PA2	Jig Saw Blades	6035722223	Corrugated carton	NiP (St. Niklaus)	WELLKARTON		PCode_304109	Unassigned
74435278	PAR- BULK T  118 A	PRL	PA2	Jig Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
82366997	KWB-  2ER S  811 H	PRL	PA2	Recip Saw Blades	6035703B17	Paperboard pouch    KWB-  2ER S  811 H	NiP (St. Niklaus)	KONDORKARTON  350G/M2	14.5	PCode_108491	Unassigned
82366997	KWB-  2ER S  811 H	PRL	PA2	Recip Saw Blades	6035703B17	Paperboard pouch    KWB-  2ER S  811 H	NiP (St. Niklaus)	KONDORKARTON  350G/M2	14.5	PCode_108491	Unassigned
82366997	KWB-  2ER S  811 H	PRL	PA2	Recip Saw Blades	6035738414	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_304109	Unassigned
82366997	KWB-  2ER S  811 H	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
82366997	KWB-  2ER S  811 H	PRL	PA2	Recip Saw Blades	6035942041	Adhesive Label      NEUTRAL	NiP (St. Niklaus)	WOOD FREE	0.04	PCode_451168	Unassigned
91123051	KWB-  1ER S 1150 RD	PRL	PA2	Recip Saw Blades	6035703M67	Paperboard pouch    KWB-  1ER S  1150 RD	NiP (St. Niklaus)	KONDORKARTON 350G/M2	14.5	PCode_108491	Unassigned
91123051	KWB-  1ER S 1150 RD	PRL	PA2	Recip Saw Blades	6035703M67	Paperboard pouch    KWB-  1ER S  1150 RD	NiP (St. Niklaus)	KONDORKARTON 350G/M2	14.5	PCode_108491	Unassigned
91123051	KWB-  1ER S 1150 RD	PRL	PA2	Recip Saw Blades	6035738415	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_304109	Unassigned
91123051	KWB-  1ER S 1150 RD	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
71929996	S 1111	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
80804162	S 1211	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
39716481	S 2011	PRL	PA2	Recip Saw Blades	6035722155	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	WELLKARTON 232		PCode_376369	Unassigned
39716481	S 2011	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
93571768	NOF- BULK S  522 EHM	PRL	PA2	Recip Saw Blades	6035722213	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	PAPER/CARDBOARD	100.0	PCode_376369	Unassigned
93571768	NOF- BULK S  522 EHM	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
40907822	NOF- BULK S  955 CTC	PRL	PA2	Recip Saw Blades	6035722163	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	PAPER/CARDBOARD	91.2	PCode_376369	Unassigned
40907822	NOF- BULK S  955 CTC	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
92906397	NOF- BULK S 1155 CTC	PRL	PA2	Recip Saw Blades	6035722177	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	PAPER/CARDBOARD	100.0	PCode_376369	Unassigned
92906397	NOF- BULK S 1155 CTC	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
41161994	NOF- BULK S 1255 CTC	PRL	PA2	Recip Saw Blades	6035722146	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	WELLPAPPE QUALITAET UPS		PCode_376369	Unassigned
41161994	NOF- BULK S 1255 CTC	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
96193180	NOF- BULK S  957 CHM	PRL	PA2	Recip Saw Blades	6035722163	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	PAPER/CARDBOARD	91.2	PCode_376369	Unassigned
96193180	NOF- BULK S  957 CHM	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
84994570	NOF- BULK S 1157 CHM	PRL	PA2	Recip Saw Blades	6035722177	Snap-Fit Dome Lid Package	NiP (St. Niklaus)	PAPER/CARDBOARD	100.0	PCode_376369	Unassigned
84994570	NOF- BULK S 1157 CHM	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
68327195	KWB-  2ER S 2345 X	PRL	PA2	Recip Saw Blades	6035703B07	Paperboard pouch    KWB-  2ER S 2345 X	NiP (St. Niklaus)	KONDORKARTON  350G/M2	14.5	PCode_108491	Unassigned
68327195	KWB-  2ER S 2345 X	PRL	PA2	Recip Saw Blades	6035703B07	Paperboard pouch    KWB-  2ER S 2345 X	NiP (St. Niklaus)	KONDORKARTON  350G/M2	14.5	PCode_108491	Unassigned
68327195	KWB-  2ER S 2345 X	PRL	PA2	Recip Saw Blades	6035738415	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, UPS		PCode_304109	Unassigned
68327195	KWB-  2ER S 2345 X	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
68327195	KWB-  2ER S 2345 X	PRL	PA2	Recip Saw Blades	6035942041	Adhesive Label      NEUTRAL	NiP (St. Niklaus)	WOOD FREE	0.04	PCode_451168	Unassigned
87210465	KWB-  1ER S 1543 HM	PRL	PA2	Recip Saw Blades	6035703B08	Paperboard pouch    KWB-  1ER S  1543 HM	NiP (St. Niklaus)	KONDORKARTON  350G/M2	14.5	PCode_108491	Unassigned
87210465	KWB-  1ER S 1543 HM	PRL	PA2	Recip Saw Blades	6035703B08	Paperboard pouch    KWB-  1ER S  1543 HM	NiP (St. Niklaus)	KONDORKARTON  350G/M2	14.5	PCode_108491	Unassigned
87210465	KWB-  1ER S 1543 HM	PRL	PA2	Recip Saw Blades	6035738394	Corrugated carton	NiP (St. Niklaus)	WELLPAPPE, QUAL		PCode_304109	Unassigned
87210465	KWB-  1ER S 1543 HM	PRL	PA2	Recip Saw Blades	6035940565	Label               SB	NiP (St. Niklaus)	WOOD FREE	0.54	PCode_440854	Unassigned
18343540	KWB-  1ER S 2243 HM	PRL	PA2	Recip Saw Blades	6035703M81	Paperboard pouch    KWB-  1ER S  2243 HM	NiP (St. Niklaus)	PAPER/CARDBOARD	32.0	PCode_108491	Unassigned
